specobjid,label,ra,dec,z,plate,mjd,fiberid,class,subclass,filepath,source_csv,redshift_filepath,noise_filepath,normalised_filepath,resampled_filepath
5.99082e+17,white_dwarf,211.17094,3.2975592,-0.000298527,532,51993,375,STAR,WD,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\white_dwarf\spec-0532-51993-0375.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\white_dwarfs.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\white_dwarf\spec-0532-51993-0375.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\white_dwarf\spec-0532-51993-0375.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\white_dwarf\spec-0532-51993-0375.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\white_dwarf\spec-0532-51993-0375.npz
5.99095e+17,white_dwarf,211.46154,2.4498117,-0.000278905,532,51993,424,STAR,WD,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\white_dwarf\spec-0532-51993-0424.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\white_dwarfs.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\white_dwarf\spec-0532-51993-0424.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\white_dwarf\spec-0532-51993-0424.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\white_dwarf\spec-0532-51993-0424.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\white_dwarf\spec-0532-51993-0424.npz
5.99101e+17,white_dwarf,211.75985,2.8625666,-0.000195089,532,51993,444,STAR,WD,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\white_dwarf\spec-0532-51993-0444.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\white_dwarfs.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\white_dwarf\spec-0532-51993-0444.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\white_dwarf\spec-0532-51993-0444.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\white_dwarf\spec-0532-51993-0444.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\white_dwarf\spec-0532-51993-0444.npz
5.99132e+17,white_dwarf,212.57836,2.4280526,-8.54e-05,532,51993,559,STAR,WD,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\white_dwarf\spec-0532-51993-0559.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\white_dwarfs.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\white_dwarf\spec-0532-51993-0559.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\white_dwarf\spec-0532-51993-0559.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\white_dwarf\spec-0532-51993-0559.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\white_dwarf\spec-0532-51993-0559.npz
2.9949e+17,quasar,146.90229,-0.98491332,0.6524171,266,51630,3,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0266-51630-0003.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0266-51630-0003.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0266-51630-0003.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0266-51630-0003.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0266-51630-0003.npz
2.99505e+17,quasar,146.438,-0.65600998,1.473592,266,51630,58,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0266-51630-0058.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0266-51630-0058.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0266-51630-0058.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0266-51630-0058.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0266-51630-0058.npz
2.99511e+17,quasar,146.76383,0.041421411,1.772007,266,51630,80,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0266-51630-0080.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0266-51630-0080.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0266-51630-0080.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0266-51630-0080.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0266-51630-0080.npz
2.99524e+17,quasar,145.89838,-0.72280608,0.2712803,266,51630,125,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0266-51630-0125.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0266-51630-0125.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0266-51630-0125.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0266-51630-0125.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0266-51630-0125.npz
2.99526e+17,quasar,145.93986,-0.79011435,0.367843,266,51630,133,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0266-51630-0133.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0266-51630-0133.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0266-51630-0133.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0266-51630-0133.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0266-51630-0133.npz
2.99534e+17,quasar,146.2918,-0.25947359,0.3253868,266,51630,161,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0266-51630-0161.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0266-51630-0161.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0266-51630-0161.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0266-51630-0161.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0266-51630-0161.npz
2.99544e+17,quasar,145.9253,0.04879248,0.2884945,266,51630,200,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0266-51630-0200.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0266-51630-0200.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0266-51630-0200.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0266-51630-0200.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0266-51630-0200.npz
2.99547e+17,quasar,145.74093,-0.78478748,1.36213,266,51630,208,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0266-51630-0208.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0266-51630-0208.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0266-51630-0208.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0266-51630-0208.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0266-51630-0208.npz
2.99551e+17,quasar,145.74414,-0.04356676,1.615831,266,51630,225,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0266-51630-0225.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0266-51630-0225.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0266-51630-0225.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0266-51630-0225.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0266-51630-0225.npz
2.99555e+17,quasar,145.76225,-0.21964896,1.584228,266,51630,238,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0266-51630-0238.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0266-51630-0238.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0266-51630-0238.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0266-51630-0238.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0266-51630-0238.npz
2.99559e+17,quasar,145.46519,-1.0644753,0.3395857,266,51630,252,QSO,STARBURST BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0266-51630-0252.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0266-51630-0252.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0266-51630-0252.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0266-51630-0252.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0266-51630-0252.npz
2.99567e+17,quasar,145.19927,-1.2327324,1.878727,266,51630,282,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0266-51630-0282.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0266-51630-0282.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0266-51630-0282.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0266-51630-0282.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0266-51630-0282.npz
2.9957e+17,quasar,145.24564,-0.64077363,1.163653,266,51630,294,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0266-51630-0294.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0266-51630-0294.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0266-51630-0294.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0266-51630-0294.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0266-51630-0294.npz
2.99575e+17,quasar,145.19933,-0.28622504,0.6515839,266,51630,313,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0266-51630-0313.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0266-51630-0313.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0266-51630-0313.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0266-51630-0313.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0266-51630-0313.npz
2.99578e+17,quasar,145.21389,1.1517021,1.961112,266,51630,321,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0266-51630-0321.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0266-51630-0321.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0266-51630-0321.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0266-51630-0321.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0266-51630-0321.npz
2.9958e+17,quasar,145.39104,1.171197,1.045241,266,51630,329,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0266-51630-0329.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0266-51630-0329.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0266-51630-0329.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0266-51630-0329.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0266-51630-0329.npz
2.99581e+17,quasar,145.33887,1.1966007,0.4448358,266,51630,332,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0266-51630-0332.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0266-51630-0332.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0266-51630-0332.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0266-51630-0332.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0266-51630-0332.npz
2.99586e+17,quasar,145.3386,0.140315,1.475546,266,51630,351,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0266-51630-0351.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0266-51630-0351.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0266-51630-0351.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0266-51630-0351.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0266-51630-0351.npz
2.99594e+17,quasar,145.67367,0.94780421,0.6948174,266,51630,380,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0266-51630-0380.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0266-51630-0380.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0266-51630-0380.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0266-51630-0380.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0266-51630-0380.npz
2.99596e+17,quasar,145.46536,0.33402647,1.606542,266,51630,389,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0266-51630-0389.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0266-51630-0389.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0266-51630-0389.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0266-51630-0389.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0266-51630-0389.npz
2.99598e+17,quasar,145.59384,0.27826036,1.4047,266,51630,396,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0266-51630-0396.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0266-51630-0396.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0266-51630-0396.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0266-51630-0396.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0266-51630-0396.npz
2.99601e+17,quasar,146.05906,1.0485111,0.6928394,266,51630,405,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0266-51630-0405.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0266-51630-0405.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0266-51630-0405.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0266-51630-0405.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0266-51630-0405.npz
3.19777e+17,quasar,179.03741,-0.68635183,1.641788,284,51943,77,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0284-51943-0077.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0284-51943-0077.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0284-51943-0077.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0284-51943-0077.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0284-51943-0077.npz
3.1978e+17,quasar,178.44913,-0.77375867,1.548232,284,51943,88,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0284-51943-0088.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0284-51943-0088.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0284-51943-0088.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0284-51943-0088.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0284-51943-0088.npz
3.19783e+17,quasar,178.27876,-1.1827334,1.329489,284,51943,98,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0284-51943-0098.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0284-51943-0098.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0284-51943-0098.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0284-51943-0098.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0284-51943-0098.npz
3.19785e+17,quasar,178.78345,-0.61645183,1.739728,284,51943,107,QSO,,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0284-51943-0107.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0284-51943-0107.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0284-51943-0107.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0284-51943-0107.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0284-51943-0107.npz
3.19791e+17,quasar,177.97847,-0.9846289,1.930816,284,51943,128,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0284-51943-0128.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0284-51943-0128.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0284-51943-0128.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0284-51943-0128.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0284-51943-0128.npz
3.19792e+17,quasar,178.06718,-0.8978282,0.6364109,284,51943,133,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0284-51943-0133.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0284-51943-0133.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0284-51943-0133.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0284-51943-0133.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0284-51943-0133.npz
3.19793e+17,quasar,177.90502,-0.83695518,1.492425,284,51943,136,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0284-51943-0136.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0284-51943-0136.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0284-51943-0136.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0284-51943-0136.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0284-51943-0136.npz
3.19799e+17,quasar,178.42914,-0.19994773,0.6015502,284,51943,157,QSO,BROADLINE,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\raw\quasar\spec-0284-51943-0157.fits,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\catalog\quasars.csv,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step1_redshift\quasar\spec-0284-51943-0157.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step2_noise\quasar\spec-0284-51943-0157.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step3_normalised\quasar\spec-0284-51943-0157.npz,C:\Users\Harshit\OneDrive\Desktop\stellar-spectra-ai\data\processed\step4_resampled\quasar\spec-0284-51943-0157.npz
